name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
Attack of the AI Sprawl | Experience the Film with Reco,N-6084,Sponsored Experience,"Lights. Games. Action. Transform into your AI alter ego, play arcade-style challenges, and immerse yourself in a cinematic mission to stop AI sprawl—powered by Reco’s visibility into apps, agents, and SaaS risk.",www.reco.ai,"235 N Westmonte Dr. Altamonte Springs, FL 32714",,,,https://www.linkedin.com/company/recolabs/,https://x.com/recolabs_ai
Aurascape,N-5278,Exhibitor,"Aurascape is the AI security platform that helps enterprises see, govern, and coach every element of AI interactions. Intent- and entitlement-aware controls, in-flow coaching, and audit-ready evidence at scale give you the control to safely adopt AI.",https://aurascape.ai/,2625 Augustine Drive Suite 150 Santa Clara CA 95054 USA,Data Security; Data Loss Prevention (DLP); Data Classification; Data Masking / Obfuscation; Data Centric Security; Data Privacy; Encryption; Security for AI,,,https://www.linkedin.com/company/aurascape-ai/,https://x.com/aurascape_ai
Aurva,ESE-16,Early Stage Expo,"Aurva is the runtime security platform for AI agents. We monitor agentic data access, detect behavioral anomalies, and enforce compliance controls in real time. Purpose-built for the agentic AI era, Aurva delivers visibility where network security goes blind.",https://www.aurva.io/,1241 Cortez Drive Unit 1 Miami CA 94086 USA,Data Security; Database Activity Monitoring (DAM),,217-904-6011,https://www.linkedin.com/company/aurva,
AuthLite,N-4410,Exhibitor,"AuthLite is multi-factor Authentication (MFA, 2FA) for Active Directory admins and users, including network access. AuthLite assigns privileged groups dynamically after login, and eliminates credential exposure risks like Pass-the-Hash attacks.",www.authlite.com,1099 Willowbrook Dr. Springfield IL 62711 USA,Identity and Access Management (IAM); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); Consumer Identity; IDaas; Identity Governance and Administration; Directory Services,,,,
Avertro,NXT-08,Next Stage,"CyberHQ® is the Resilience Command Platform that directs your defense. We translate technical signals into quantifiable, governance-ready intelligence, empowering you to validate cyber effectiveness, prove defensible resilience, and optimize security-per-dollar with absolute confidence.",www.avertro.com,81 - 83 Campbell Street. Surry Hills NSW Australia,Risk Management and Compliance; GRC,,,https://www.linkedin.com/company/avertro,
AWARE7 GmbH,N-5469,International Pavilion - Germany,"AWARE7 GmbH is an ISO27001 certified cybersecurity company headquartered in Gelsenkirchen, Germany. We focus on awareness, offensive services and information security consulting.",www.aware7.com,Munscheidstraße 14 45886 Gelsenkirchen Germany,Human Risk and Awareness; Security Testing and Red Teaming,,,https://de.linkedin.com/company/aware7/,
Axiomtek,N-4205,Exhibitor,"Axiomtek is a global leader in industrial computing and edge AI solutions, delivering secure, reliable hardware platforms for networking, cybersecurity, IoT, and mission-critical applications. Our systems power worldwide intelligent infrastructures.",us.axiomtek.com,18138 Rowland St. City of Industry CA 91748 USA,"OT, Physical and IoT Security",,,https://www.linkedin.com/company/axiomtek-usa/,
AxisNow,S-1945,International Pavilion - Singapore,"AxisNow is a cloud-agnostic edge platform that allows easily deployment of private and multiple CDNs. By decoupling edge infrastructure from edge services, the way edge services are used and purchased will undergo fundamental changes.",axisnow.io,71 Ayer Rajah Crescent #02-18 Singapore 139951 SG,Cloud Security,,,https://www.linkedin.com/company/axisnow/,
Axoflow,N-4202,Exhibitor,"Axoflow is the Security Data Layer that sits under your SIEM/analytics tools, enabling the use of AI, up to 70% faster investigations, and more than 50% reduction in SIEM spend by feeding them with actionable data. From the creators of syslog-ng.",https://axoflow.com/,PO Box 16488 24 Camp Avenue Stamford CT 06907 USA,Security Information and Event Management (SIEM); Security Analytics; Monitoring and Observability; Security Operations,,,https://www.linkedin.com/company/axoflow/,
Axonius,"MRN-612, N-6072",Platinum Plus,"Axonius is the leading asset intelligence and exposure management platform. By connecting with 1,300+ tools, we give security teams a unified view of all assets and exposures: uncovering gaps and automating remediation to reduce risk.",www.axonius.com,41 Madison Ave 37th Floor New York NY 10010 USA,"Data Security; Identity and Access Management (IAM); Data Classification; Identity Governance and Administration (IGA); Authentication; Data Privacy; Endpoint Protection; Endpoint Security; Extended Detection and Response (XDR); Anomaly Detection; Attack Surface Management; Monitoring and Observability; OT, Physical and IoT Security; Threat Detection and Intelligence; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/axonius,https://x.com/AxoniusInc
Axur,S-1235,Exhibitor,"Axur protects brands and data across the digital landscape. We monitor cyber threats, fight online fraud, detect data leaks, and remove malicious content—delivering comprehensive digital security for companies that value their reputation.",www.axur.com,601 Brickell Key Drive Suite 901 Miami FL 33131 USA,Threat Intelligence Platforms; Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Anomaly Detection; Threat Hunting Tools; Indicators of Compromise (IOC) Management; Attack Surface Management; Threat Detection and Intelligence,,,https://www.linkedin.com/company/axur/,
Backline,ESE-67,Early Stage Expo,"Backline is the first vulnerability management platform, scaled to fix. We go beyond tickets and queues to deliver safe, autonomous  remediation. For us, remediation isn’t triage, it’s the actual work of fixing, through a preemptive and continuous process that reduces backlog, MTTR, and risk.",www.backline.ai,190 Cedar St Englewood NJ 07631 USA,Attack Surface Management,,408-620-0934,https://www.linkedin.com/company/backline-ai-inc,
Backslash Security,NXT-09,Next Stage,"Backslash is the vibe coding security company. Our platform is purpose-built to empower organizations to accelerate their use of AI-native software development and vibe coding safely and securely, leveraging the native capabilities of tools such as Cursor, Claude Code, GitHub CoPilot, and Gemini.",https://backslash.security/,28 Haarbaah St. Tel Aviv 6473926 Israel,Security for AI,,,https://www.linkedin.com/company/backslashsecurity/,
Barndoor AI,ESE-51,Early Stage Expo,"Barndoor AI is the AI governance platform built for the agentic enterprise. Barndoor's centralized control plane gives IT and security teams the visibility and fine-grained access control they need to govern AI agents across every tool, team, and platform.",https://www.barndoor.ai,"1216 Broadway, Floor 3 New York, NY 10001 USA",,,,https://www.linkedin.com/company/105993187/admin/dashboard/,https://x.com/BarndoorAI
BASE4 Security,S-0642,International Pavilion - Spain,"We are a cybersecurity consulting firm with a presence in the Americas and Europe, specializing in supporting organizations that seek to protect their business proactively and sustainably.",https://base4sec.com/,Calle Princesa 31 Planta 2 28008 Madrid Spain,Attack Surface Management; Monitoring and Observability,,,https://www.linkedin.com/company/base4-security/,
Beacon Security,S-2450,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Beacon is the security data management platform that enables teams to easily collect, reduce, enrich, and route their security data – so analysts and AI agents have the context they need to detect and stop threats faster.",https://beacon.security/,521 Concord Pike Suite 201 Wilmington DE 19803 USA,Monitoring and Observability; Security Operations,,974584451948,https://www.linkedin.com/company/beacon-sec/,
BeyGoo,S-0642,International Pavilion - Spain,"BeyGoo is the first Extended Digital Risk Protection (DRPX) platform. An evolved concept that goes beyond the detection and remediation of digital risks, integrating cyber intelligence, specialized analysts, and AI within a single ecosystem.",https://beygoo.io/,Avenida DE LA DEHESA 4 PORTAL A - 1° B 28702 San Sebastián de los Reyes Spain,Fraud Prevention / Transaction Security; Threat Detection and Intelligence,,,,
BeyondTrust,"MRS-300, S-1327",Exhibitor,"BeyondTrust is the global cybersecurity leader protecting Paths to Privilege™ with an identity-centric approach. We are leading the charge in transforming identity security and are trusted by 20,000 customers, including 75 of the Fortune 100.",www.beyondtrust.com,11695 Johns Creek Parkway Suite 200 Johns Creek GA 30097 USA,Identity and Access Management (IAM); Privileged Access Management (PAM); Identity Governance and Administration,,,https://www.linkedin.com/company/beyondtrust,https://twitter.com/beyondtrust
BigID,N-4427,Bronze,"BigID helps organizations connect data & AI for security, privacy, compliance, & AI governance, enabling them to discover, understand,protect, & act on high-risk,high-value data across cloud & on-prem environments to reduce risk & automate compliance",bigid.com,379 West Broadway 2nd Floor New York NY 10012 USA,Data Security; Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Classification; Data Masking / Obfuscation; Data Centric Security; Data Privacy; DLP; Encryption; Database Activity Monitoring (DAM); Security for AI,,,https://www.linkedin.com/company/bigid/,https://x.com/bigidsecure
Bindplane,N-5285,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Bindplane unifies your security data, accelerates SIEM migrations, and can route logs to low-cost storage — reducing costs and eliminating vendor lock-in with a scalable telemetry pipeline.",https://bindplane.com/,PO Box 1641 Grand Rapids MI 49501-1641 USA,Security Information and Event Management (SIEM); Security Analytics; Monitoring and Observability; Security Operations,,,https://www.linkedin.com/company/bindplane,https://x.com/bindplane
bitCorp,S-1951,International Pavilion - Italian Trade Agency,"BitCorp builds transparent cybersecurity ensuring full data sovereignty. Now an international group with a Silicon Valley holding, advancing BIOS-level security, post-quantum cryptography and quantum-resistant hardware through global partnerships.",https://www.bitcorp.it/en/,Via Monte Bianco 2/A 20149 Milano Italy,Identity and Access Management (IAM); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Consumer Identity; IDaas; Network Security,,,https://www.linkedin.com/company/bitcorpitcreativelabs/,
Bitdefender,S-1243,Silver,"Bitdefender is a cybersecurity leader delivering best‑in‑class threat prevention, detection, and response. Protecting millions of users worldwide, Bitdefender is a trusted expert in eliminating threats and enabling cyber resilience.",www.bitdefender.com,111 W. Houston Street Suite 2105 San Antonio TX 78205 USA,Endpoint Security; Security Operations,,,https://www.linkedin.com/company/bitdefender,https://x.com/Bitdefender
Bitwarden,S-1067,Exhibitor,"Bitwarden empowers enterprises, developers, and individuals to securely manage identities and share sensitive information online with trusted security solutions for passwords, secrets, and passkey management.",bitwarden.com,1 N Calle Cesar Chavez Suite 102 Santa Barbara CA 93103 USA,Application Security; Identity and Access Management (IAM); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); Password Managers; Consumer Identity; IDaas; Identity Governance and Administration; Privileged Management; Secrets Management,,,https://www.linkedin.com/company/bitwarden1,https://x.com/bitwarden
